n,delta_n,cumulative_gap,predictor,deployment
0,0.0,0.0,"Single Beta(5,5)","Beta(5,5)"
1,0.0,0.0,"Single Beta(5,5)","Beta(5,5)"
2,0.0,0.0,"Single Beta(5,5)","Beta(5,5)"
3,0.0,0.0,"Single Beta(5,5)","Beta(5,5)"
4,0.0,0.0,"Single Beta(5,5)","Beta(5,5)"
5,0.0,0.0,"Single Beta(5,5)","Beta(5,5)"
6,0.0,0.0,"Single Beta(5,5)","Beta(5,5)"
7,0.0,0.0,"Single Beta(5,5)","Beta(5,5)"
8,0.0,0.0,"Single Beta(5,5)","Beta(5,5)"
9,0.0,0.0,"Single Beta(5,5)","Beta(5,5)"
10,0.0,0.0,"Single Beta(5,5)","Beta(5,5)"
11,0.0,0.0,"Single Beta(5,5)","Beta(5,5)"
12,0.0,0.0,"Single Beta(5,5)","Beta(5,5)"
13,0.0,0.0,"Single Beta(5,5)","Beta(5,5)"
14,0.0,0.0,"Single Beta(5,5)","Beta(5,5)"
15,0.0,0.0,"Single Beta(5,5)","Beta(5,5)"
16,0.0,0.0,"Single Beta(5,5)","Beta(5,5)"
17,0.0,0.0,"Single Beta(5,5)","Beta(5,5)"
18,0.0,0.0,"Single Beta(5,5)","Beta(5,5)"
19,0.0,0.0,"Single Beta(5,5)","Beta(5,5)"
20,0.0,0.0,"Single Beta(5,5)","Beta(5,5)"
21,0.0,0.0,"Single Beta(5,5)","Beta(5,5)"
22,0.0,0.0,"Single Beta(5,5)","Beta(5,5)"
23,0.0,0.0,"Single Beta(5,5)","Beta(5,5)"
24,0.0,0.0,"Single Beta(5,5)","Beta(5,5)"
25,0.0,0.0,"Single Beta(5,5)","Beta(5,5)"
26,0.0,0.0,"Single Beta(5,5)","Beta(5,5)"
27,0.0,0.0,"Single Beta(5,5)","Beta(5,5)"
28,0.0,0.0,"Single Beta(5,5)","Beta(5,5)"
29,0.0,0.0,"Single Beta(5,5)","Beta(5,5)"
30,0.0,0.0,"Single Beta(5,5)","Beta(5,5)"
31,0.0,0.0,"Single Beta(5,5)","Beta(5,5)"
32,0.0,0.0,"Single Beta(5,5)","Beta(5,5)"
33,0.0,0.0,"Single Beta(5,5)","Beta(5,5)"
34,0.0,0.0,"Single Beta(5,5)","Beta(5,5)"
35,0.0,0.0,"Single Beta(5,5)","Beta(5,5)"
36,0.0,0.0,"Single Beta(5,5)","Beta(5,5)"
37,0.0,0.0,"Single Beta(5,5)","Beta(5,5)"
38,0.0,0.0,"Single Beta(5,5)","Beta(5,5)"
39,0.0,0.0,"Single Beta(5,5)","Beta(5,5)"
40,0.0,0.0,"Single Beta(5,5)","Beta(5,5)"
41,0.0,0.0,"Single Beta(5,5)","Beta(5,5)"
42,0.0,0.0,"Single Beta(5,5)","Beta(5,5)"
43,0.0,0.0,"Single Beta(5,5)","Beta(5,5)"
44,0.0,0.0,"Single Beta(5,5)","Beta(5,5)"
45,0.0,0.0,"Single Beta(5,5)","Beta(5,5)"
46,0.0,0.0,"Single Beta(5,5)","Beta(5,5)"
47,0.0,0.0,"Single Beta(5,5)","Beta(5,5)"
48,0.0,0.0,"Single Beta(5,5)","Beta(5,5)"
49,0.0,0.0,"Single Beta(5,5)","Beta(5,5)"
50,0.0,0.0,"Single Beta(5,5)","Beta(5,5)"
51,0.0,0.0,"Single Beta(5,5)","Beta(5,5)"
52,0.0,0.0,"Single Beta(5,5)","Beta(5,5)"
53,0.0,0.0,"Single Beta(5,5)","Beta(5,5)"
54,0.0,0.0,"Single Beta(5,5)","Beta(5,5)"
55,0.0,0.0,"Single Beta(5,5)","Beta(5,5)"
56,0.0,0.0,"Single Beta(5,5)","Beta(5,5)"
57,0.0,0.0,"Single Beta(5,5)","Beta(5,5)"
58,0.0,0.0,"Single Beta(5,5)","Beta(5,5)"
59,0.0,0.0,"Single Beta(5,5)","Beta(5,5)"
60,0.0,0.0,"Single Beta(5,5)","Beta(5,5)"
61,0.0,0.0,"Single Beta(5,5)","Beta(5,5)"
62,0.0,0.0,"Single Beta(5,5)","Beta(5,5)"
63,0.0,0.0,"Single Beta(5,5)","Beta(5,5)"
64,0.0,0.0,"Single Beta(5,5)","Beta(5,5)"
65,0.0,0.0,"Single Beta(5,5)","Beta(5,5)"
66,0.0,0.0,"Single Beta(5,5)","Beta(5,5)"
67,0.0,0.0,"Single Beta(5,5)","Beta(5,5)"
68,0.0,0.0,"Single Beta(5,5)","Beta(5,5)"
69,0.0,0.0,"Single Beta(5,5)","Beta(5,5)"
70,0.0,0.0,"Single Beta(5,5)","Beta(5,5)"
71,0.0,0.0,"Single Beta(5,5)","Beta(5,5)"
72,0.0,0.0,"Single Beta(5,5)","Beta(5,5)"
73,0.0,0.0,"Single Beta(5,5)","Beta(5,5)"
74,0.0,0.0,"Single Beta(5,5)","Beta(5,5)"
75,0.0,0.0,"Single Beta(5,5)","Beta(5,5)"
76,0.0,0.0,"Single Beta(5,5)","Beta(5,5)"
77,0.0,0.0,"Single Beta(5,5)","Beta(5,5)"
78,0.0,0.0,"Single Beta(5,5)","Beta(5,5)"
79,0.0,0.0,"Single Beta(5,5)","Beta(5,5)"
80,0.0,0.0,"Single Beta(5,5)","Beta(5,5)"
81,0.0,0.0,"Single Beta(5,5)","Beta(5,5)"
82,0.0,0.0,"Single Beta(5,5)","Beta(5,5)"
83,0.0,0.0,"Single Beta(5,5)","Beta(5,5)"
84,0.0,0.0,"Single Beta(5,5)","Beta(5,5)"
85,0.0,0.0,"Single Beta(5,5)","Beta(5,5)"
86,0.0,0.0,"Single Beta(5,5)","Beta(5,5)"
87,0.0,0.0,"Single Beta(5,5)","Beta(5,5)"
88,0.0,0.0,"Single Beta(5,5)","Beta(5,5)"
89,0.0,0.0,"Single Beta(5,5)","Beta(5,5)"
90,0.0,0.0,"Single Beta(5,5)","Beta(5,5)"
91,0.0,0.0,"Single Beta(5,5)","Beta(5,5)"
92,0.0,0.0,"Single Beta(5,5)","Beta(5,5)"
93,0.0,0.0,"Single Beta(5,5)","Beta(5,5)"
94,0.0,0.0,"Single Beta(5,5)","Beta(5,5)"
95,0.0,0.0,"Single Beta(5,5)","Beta(5,5)"
96,0.0,0.0,"Single Beta(5,5)","Beta(5,5)"
97,0.0,0.0,"Single Beta(5,5)","Beta(5,5)"
98,0.0,0.0,"Single Beta(5,5)","Beta(5,5)"
99,0.0,0.0,"Single Beta(5,5)","Beta(5,5)"
100,0.0,0.0,"Single Beta(5,5)","Beta(5,5)"
101,0.0,0.0,"Single Beta(5,5)","Beta(5,5)"
102,0.0,0.0,"Single Beta(5,5)","Beta(5,5)"
103,0.0,0.0,"Single Beta(5,5)","Beta(5,5)"
104,0.0,0.0,"Single Beta(5,5)","Beta(5,5)"
105,0.0,0.0,"Single Beta(5,5)","Beta(5,5)"
106,0.0,0.0,"Single Beta(5,5)","Beta(5,5)"
107,0.0,0.0,"Single Beta(5,5)","Beta(5,5)"
108,0.0,0.0,"Single Beta(5,5)","Beta(5,5)"
109,0.0,0.0,"Single Beta(5,5)","Beta(5,5)"
110,0.0,0.0,"Single Beta(5,5)","Beta(5,5)"
111,0.0,0.0,"Single Beta(5,5)","Beta(5,5)"
112,0.0,0.0,"Single Beta(5,5)","Beta(5,5)"
113,0.0,0.0,"Single Beta(5,5)","Beta(5,5)"
114,0.0,0.0,"Single Beta(5,5)","Beta(5,5)"
115,0.0,0.0,"Single Beta(5,5)","Beta(5,5)"
116,0.0,0.0,"Single Beta(5,5)","Beta(5,5)"
117,0.0,0.0,"Single Beta(5,5)","Beta(5,5)"
118,0.0,0.0,"Single Beta(5,5)","Beta(5,5)"
119,0.0,0.0,"Single Beta(5,5)","Beta(5,5)"
120,0.0,0.0,"Single Beta(5,5)","Beta(5,5)"
121,0.0,0.0,"Single Beta(5,5)","Beta(5,5)"
122,0.0,0.0,"Single Beta(5,5)","Beta(5,5)"
123,0.0,0.0,"Single Beta(5,5)","Beta(5,5)"
124,0.0,0.0,"Single Beta(5,5)","Beta(5,5)"
125,0.0,0.0,"Single Beta(5,5)","Beta(5,5)"
126,0.0,0.0,"Single Beta(5,5)","Beta(5,5)"
127,0.0,0.0,"Single Beta(5,5)","Beta(5,5)"
0,0.22314355131420982,0.22314355131420982,"Single Beta(8,2)","Beta(5,5)"
1,0.17988763399330837,0.4030311853075182,"Single Beta(8,2)","Beta(5,5)"
2,0.1483827760371986,0.5514139613447168,"Single Beta(8,2)","Beta(5,5)"
3,0.12466261892907467,0.6760765802737915,"Single Beta(8,2)","Beta(5,5)"
4,0.10632084526780286,0.7823974255415943,"Single Beta(8,2)","Beta(5,5)"
5,0.09182345717875776,0.874220882720352,"Single Beta(8,2)","Beta(5,5)"
6,0.08015228061823512,0.9543731633385871,"Single Beta(8,2)","Beta(5,5)"
7,0.07060847030682325,1.0249816336454103,"Single Beta(8,2)","Beta(5,5)"
8,0.06269858291520905,1.0876802165606194,"Single Beta(8,2)","Beta(5,5)"
9,0.05606565727389844,1.1437458738345179,"Single Beta(8,2)","Beta(5,5)"
10,0.050445985960946446,1.1941918597954644,"Single Beta(8,2)","Beta(5,5)"
11,0.045641142360033436,1.2398330021554977,"Single Beta(8,2)","Beta(5,5)"
12,0.04149938082522136,1.281332382980719,"Single Beta(8,2)","Beta(5,5)"
13,0.0379029701003347,1.3192353530810537,"Single Beta(8,2)","Beta(5,5)"
14,0.03475938260026597,1.3539947356813196,"Single Beta(8,2)","Beta(5,5)"
15,0.031995048743673024,1.3859897844249927,"Single Beta(8,2)","Beta(5,5)"
16,0.02955085368435027,1.415540638109343,"Single Beta(8,2)","Beta(5,5)"
17,0.027378840102399254,1.4429194782117423,"Single Beta(8,2)","Beta(5,5)"
18,0.025439760144244022,1.4683592383559863,"Single Beta(8,2)","Beta(5,5)"
19,0.02370123455040201,1.4920604729063882,"Single Beta(8,2)","Beta(5,5)"
20,0.02213635214018057,1.5141968250465687,"Single Beta(8,2)","Beta(5,5)"
21,0.02072259283105908,1.5349194178776278,"Single Beta(8,2)","Beta(5,5)"
22,0.019440991218318028,1.5543604090959457,"Single Beta(8,2)","Beta(5,5)"
23,0.018275481004646266,1.572635890100592,"Single Beta(8,2)","Beta(5,5)"
24,0.01721237678752891,1.5898482668881209,"Single Beta(8,2)","Beta(5,5)"
25,0.016239961167533488,1.6060882280556543,"Single Beta(8,2)","Beta(5,5)"
26,0.01534815333098792,1.6214363813866421,"Single Beta(8,2)","Beta(5,5)"
27,0.014528241183284685,1.635964622569927,"Single Beta(8,2)","Beta(5,5)"
28,0.013772663437536747,1.6497372860074637,"Single Beta(8,2)","Beta(5,5)"
29,0.01307483125814017,1.6628121172656039,"Single Beta(8,2)","Beta(5,5)"
30,0.01242898143887967,1.6752410987044835,"Single Beta(8,2)","Beta(5,5)"
31,0.01183005488381655,1.6870711535883,"Single Beta(8,2)","Beta(5,5)"
32,0.011273595514436609,1.6983447491027366,"Single Beta(8,2)","Beta(5,5)"
33,0.010755665761342225,1.7091004148640787,"Single Beta(8,2)","Beta(5,5)"
34,0.010272775594739901,1.7193731904588185,"Single Beta(8,2)","Beta(5,5)"
35,0.009821822664475054,1.7291950131232936,"Single Beta(8,2)","Beta(5,5)"
36,0.0094000416009816,1.7385950547242752,"Single Beta(8,2)","Beta(5,5)"
37,0.009004960905577846,1.747600015629853,"Single Beta(8,2)","Beta(5,5)"
38,0.00863436615607694,1.75623438178593,"Single Beta(8,2)","Beta(5,5)"
39,0.008286268489803506,1.7645206502757336,"Single Beta(8,2)","Beta(5,5)"
40,0.007958877514525722,1.7724795277902592,"Single Beta(8,2)","Beta(5,5)"
41,0.007650577948878233,1.7801301057391374,"Single Beta(8,2)","Beta(5,5)"
42,0.00735990941562925,1.7874900151547666,"Single Beta(8,2)","Beta(5,5)"
43,0.0070855489097168675,1.7945755640644834,"Single Beta(8,2)","Beta(5,5)"
44,0.006826295543160832,1.8014018596076442,"Single Beta(8,2)","Beta(5,5)"
45,0.0065810572344449,1.8079829168420891,"Single Beta(8,2)","Beta(5,5)"
46,0.006348839063662113,1.8143317559057512,"Single Beta(8,2)","Beta(5,5)"
47,0.006128733058954554,1.8204604889647058,"Single Beta(8,2)","Beta(5,5)"
48,0.0059199092163031005,1.826380398181009,"Single Beta(8,2)","Beta(5,5)"
49,0.005721607585069228,1.8321020057660782,"Single Beta(8,2)","Beta(5,5)"
50,0.005533131276900675,1.8376351370429789,"Single Beta(8,2)","Beta(5,5)"
51,0.0053538402767101395,1.842988977319689,"Single Beta(8,2)","Beta(5,5)"
52,0.005183145952089257,1.8481721232717783,"Single Beta(8,2)","Beta(5,5)"
53,0.005020506172370766,1.853192629444149,"Single Beta(8,2)","Beta(5,5)"
54,0.004865420961065278,1.8580580504052142,"Single Beta(8,2)","Beta(5,5)"
55,0.004717428615988166,1.8627754790212023,"Single Beta(8,2)","Beta(5,5)"
56,0.004576102240362609,1.8673515812615649,"Single Beta(8,2)","Beta(5,5)"
57,0.004441046635819771,1.8717926278973847,"Single Beta(8,2)","Beta(5,5)"
58,0.004311895514719646,1.8761045234121043,"Single Beta(8,2)","Beta(5,5)"
59,0.00418830899477748,1.8802928324068817,"Single Beta(8,2)","Beta(5,5)"
60,0.0040699713437479254,1.8843628037506297,"Single Beta(8,2)","Beta(5,5)"
61,0.003956588946002375,1.8883193926966322,"Single Beta(8,2)","Beta(5,5)"
62,0.003847888466369202,1.8921672811630015,"Single Beta(8,2)","Beta(5,5)"
63,0.0037436151896330155,1.8959108963526345,"Single Beta(8,2)","Beta(5,5)"
64,0.0036435315167245626,1.899554427869359,"Single Beta(8,2)","Beta(5,5)"
65,0.003547415600908446,1.9031018434702676,"Single Beta(8,2)","Beta(5,5)"
66,0.003455060109250459,1.906556903579518,"Single Beta(8,2)","Beta(5,5)"
67,0.003366271096366544,1.9099231746758845,"Single Beta(8,2)","Beta(5,5)"
68,0.003280866978957242,1.9132040416548417,"Single Beta(8,2)","Beta(5,5)"
69,0.0031986776009375693,1.9164027192557793,"Single Beta(8,2)","Beta(5,5)"
70,0.0031195433801190146,1.9195222626358983,"Single Beta(8,2)","Beta(5,5)"
71,0.003043314528405956,1.9225655771643042,"Single Beta(8,2)","Beta(5,5)"
72,0.0029698503383456,1.9255354275026497,"Single Beta(8,2)","Beta(5,5)"
73,0.0028990185296532897,1.928434446032303,"Single Beta(8,2)","Beta(5,5)"
74,0.0028306946500114313,1.9312651406823145,"Single Beta(8,2)","Beta(5,5)"
75,0.0027647615250460393,1.9340299022073606,"Single Beta(8,2)","Beta(5,5)"
76,0.0027011087529162036,1.9367310109602769,"Single Beta(8,2)","Beta(5,5)"
77,0.0026396322394267964,1.9393706431997038,"Single Beta(8,2)","Beta(5,5)"
78,0.002580233769986799,1.9419508769696905,"Single Beta(8,2)","Beta(5,5)"
79,0.0025228206151119027,1.9444736975848025,"Single Beta(8,2)","Beta(5,5)"
80,0.0024673051664968076,1.9469410027512992,"Single Beta(8,2)","Beta(5,5)"
81,0.002413604600975559,1.9493546073522747,"Single Beta(8,2)","Beta(5,5)"
82,0.0023616405699568225,1.9517162479222316,"Single Beta(8,2)","Beta(5,5)"
83,0.002311338912141733,1.9540275868343733,"Single Beta(8,2)","Beta(5,5)"
84,0.0022626293875549386,1.9562902162219282,"Single Beta(8,2)","Beta(5,5)"
85,0.002215445431094896,1.9585056616530232,"Single Beta(8,2)","Beta(5,5)"
86,0.0021697239239846485,1.9606753855770078,"Single Beta(8,2)","Beta(5,5)"
87,0.0021254049816499267,1.9628007905586577,"Single Beta(8,2)","Beta(5,5)"
88,0.002082431756687443,1.9648832223153452,"Single Beta(8,2)","Beta(5,5)"
89,0.0020407502557095547,1.9669239725710548,"Single Beta(8,2)","Beta(5,5)"
90,0.0020003091689565714,1.9689242817400114,"Single Beta(8,2)","Beta(5,5)"
91,0.001961059711669657,1.9708853414516811,"Single Beta(8,2)","Beta(5,5)"
92,0.0019229554763055448,1.9728082969279868,"Single Beta(8,2)","Beta(5,5)"
93,0.0018859522947531683,1.97469424922274,"Single Beta(8,2)","Beta(5,5)"
94,0.0018500081097852384,1.9765442573325251,"Single Beta(8,2)","Beta(5,5)"
95,0.0018150828550436175,1.9783593401875688,"Single Beta(8,2)","Beta(5,5)"
96,0.0017811383429172936,1.9801404785304861,"Single Beta(8,2)","Beta(5,5)"
97,0.0017481381597233712,1.9818886166902094,"Single Beta(8,2)","Beta(5,5)"
98,0.0017160475676545638,1.983604664257864,"Single Beta(8,2)","Beta(5,5)"
99,0.0016848334129956459,1.9852894976708597,"Single Beta(8,2)","Beta(5,5)"
100,0.0016544640401554797,1.9869439617110152,"Single Beta(8,2)","Beta(5,5)"
101,0.0016249092110980883,1.9885688709221132,"Single Beta(8,2)","Beta(5,5)"
102,0.001596140029787067,1.9901650109519002,"Single Beta(8,2)","Beta(5,5)"
103,0.0015681288712895021,1.9917331398231897,"Single Beta(8,2)","Beta(5,5)"
104,0.0015408493152159867,1.9932739891384057,"Single Beta(8,2)","Beta(5,5)"
105,0.001514276083192907,1.9947882652215987,"Single Beta(8,2)","Beta(5,5)"
106,0.0014883849800920456,1.9962766502016907,"Single Beta(8,2)","Beta(5,5)"
107,0.0014631528387615083,1.997739803040452,"Single Beta(8,2)","Beta(5,5)"
108,0.0014385574680201706,1.9991783605084723,"Single Beta(8,2)","Beta(5,5)"
109,0.0014145776036986355,2.0005929381121708,"Single Beta(8,2)","Beta(5,5)"
110,0.0013911928625227983,2.0019841309746935,"Single Beta(8,2)","Beta(5,5)"
111,0.0013683836986546573,2.003352514673348,"Single Beta(8,2)","Beta(5,5)"
112,0.0013461313627147935,2.0046986460360627,"Single Beta(8,2)","Beta(5,5)"
113,0.0013244178631264677,2.0060230638991894,"Single Beta(8,2)","Beta(5,5)"
114,0.0013032259296337323,2.007326289828823,"Single Beta(8,2)","Beta(5,5)"
115,0.001282538978851877,2.008608828807675,"Single Beta(8,2)","Beta(5,5)"
116,0.0012623410817244162,2.0098711698893994,"Single Beta(8,2)","Beta(5,5)"
117,0.0012426169327649176,2.0111137868221642,"Single Beta(8,2)","Beta(5,5)"
118,0.0012233518209744298,2.012337138643139,"Single Beta(8,2)","Beta(5,5)"
119,0.0012045316023294977,2.0135416702454685,"Single Beta(8,2)","Beta(5,5)"
120,0.0011861426737453224,2.014727812919214,"Single Beta(8,2)","Beta(5,5)"
121,0.0011681719484234795,2.015895984867637,"Single Beta(8,2)","Beta(5,5)"
122,0.0011506068325022743,2.0170465917001397,"Single Beta(8,2)","Beta(5,5)"
123,0.0011334352029296723,2.018180026903069,"Single Beta(8,2)","Beta(5,5)"
124,0.0011166453864866516,2.019296672289556,"Single Beta(8,2)","Beta(5,5)"
125,0.0011002261398949666,2.0203968984294507,"Single Beta(8,2)","Beta(5,5)"
126,0.0010841666309431349,2.021481065060394,"Single Beta(8,2)","Beta(5,5)"
127,0.0010684564205723018,2.0225495214809666,"Single Beta(8,2)","Beta(5,5)"
0,0.05889151782819166,0.05889151782819166,"Single Beta(3,6)","Beta(5,5)"
1,0.047890134038657724,0.10678165186684938,"Single Beta(3,6)","Beta(5,5)"
2,0.03972158950232644,0.1465032413691758,"Single Beta(3,6)","Beta(5,5)"
3,0.0334871447206901,0.1799903860898659,"Single Beta(3,6)","Beta(5,5)"
4,0.02861910266106808,0.20860948875093396,"Single Beta(3,6)","Beta(5,5)"
5,0.024744267729696866,0.23335375648063084,"Single Beta(3,6)","Beta(5,5)"
6,0.021608972789313636,0.25496272926994445,"Single Beta(3,6)","Beta(5,5)"
7,0.019035831503648373,0.2739985607735928,"Single Beta(3,6)","Beta(5,5)"
8,0.016897731541294994,0.2908962923148878,"Single Beta(3,6)","Beta(5,5)"
9,0.015101628700904701,0.3059979210157925,"Single Beta(3,6)","Beta(5,5)"
10,0.013578132134063517,0.319576053149856,"Single Beta(3,6)","Beta(5,5)"
11,0.012274628183765712,0.3318506813336217,"Single Beta(3,6)","Beta(5,5)"
12,0.011150631087489994,0.3430013124211117,"Single Beta(3,6)","Beta(5,5)"
13,0.010174572042040081,0.3531758844631518,"Single Beta(3,6)","Beta(5,5)"
14,0.009321539151981575,0.3624974236151334,"Single Beta(3,6)","Beta(5,5)"
15,0.008571659230786472,0.37106908284591983,"Single Beta(3,6)","Beta(5,5)"
16,0.007908921081061887,0.3789780039269817,"Single Beta(3,6)","Beta(5,5)"
17,0.007320307657891754,0.3862983115848735,"Single Beta(3,6)","Beta(5,5)"
18,0.006795147730885363,0.39309345931575884,"Single Beta(3,6)","Beta(5,5)"
19,0.006324625762916251,0.3994180850786751,"Single Beta(3,6)","Beta(5,5)"
20,0.005901407334665702,0.4053194924133408,"Single Beta(3,6)","Beta(5,5)"
21,0.005519349976622256,0.41083884238996304,"Single Beta(3,6)","Beta(5,5)"
22,0.005173277839969803,0.41601212022993284,"Single Beta(3,6)","Beta(5,5)"
23,0.00485880458154309,0.4208709248114759,"Single Beta(3,6)","Beta(5,5)"
24,0.004572193014986274,0.4254431178264622,"Single Beta(3,6)","Beta(5,5)"
25,0.004310243051699979,0.4297533608781622,"Single Beta(3,6)","Beta(5,5)"
26,0.0040702015932482325,0.4338235624714104,"Single Beta(3,6)","Beta(5,5)"
27,0.003849689591806306,0.4376732520632167,"Single Beta(3,6)","Beta(5,5)"
28,0.003646642637364873,0.4413198947005816,"Single Beta(3,6)","Beta(5,5)"
29,0.0034592622772273837,0.44477915697780895,"Single Beta(3,6)","Beta(5,5)"
30,0.003285975906761735,0.44806513288457067,"Single Beta(3,6)","Beta(5,5)"
31,0.0031254035481058534,0.45119053643267654,"Single Beta(3,6)","Beta(5,5)"
32,0.0029763301966893776,0.4541668666293659,"Single Beta(3,6)","Beta(5,5)"
33,0.0028376826935382613,0.45700454932290413,"Single Beta(3,6)","Beta(5,5)"
34,0.002708510295804367,0.4597130596187085,"Single Beta(3,6)","Beta(5,5)"
35,0.0025879682844670137,0.4623010279031755,"Single Beta(3,6)","Beta(5,5)"
36,0.002475304078231203,0.4647763319814067,"Single Beta(3,6)","Beta(5,5)"
37,0.002369845424889736,0.46714617740629644,"Single Beta(3,6)","Beta(5,5)"
38,0.0022709903222293388,0.46941716772852576,"Single Beta(3,6)","Beta(5,5)"
39,0.002178198384791009,0.47159536611331676,"Single Beta(3,6)","Beta(5,5)"
40,0.0020909834241145753,0.47368634953743133,"Single Beta(3,6)","Beta(5,5)"
41,0.0020089070512936276,0.47569525658872497,"Single Beta(3,6)","Beta(5,5)"
42,0.0019315731439113134,0.47762682973263626,"Single Beta(3,6)","Beta(5,5)"
43,0.0018586230463605994,0.47948545277899685,"Single Beta(3,6)","Beta(5,5)"
44,0.0017897313944803968,0.48127518417347726,"Single Beta(3,6)","Beta(5,5)"
45,0.001724602473360243,0.4829997866468375,"Single Beta(3,6)","Beta(5,5)"
46,0.0016629670318708332,0.48466275367870837,"Single Beta(3,6)","Beta(5,5)"
47,0.0016045794895986564,0.486267333168307,"Single Beta(3,6)","Beta(5,5)"
48,0.001549215481874637,0.48781654865018165,"Single Beta(3,6)","Beta(5,5)"
49,0.0014966696969084144,0.4893132183470901,"Single Beta(3,6)","Beta(5,5)"
50,0.0014467539659557965,0.49075997231304586,"Single Beta(3,6)","Beta(5,5)"
51,0.0013992955732351252,0.492159267886281,"Single Beta(3,6)","Beta(5,5)"
52,0.0013541357571543455,0.4935134036434353,"Single Beta(3,6)","Beta(5,5)"
53,0.0013111283784861798,0.4948245320219215,"Single Beta(3,6)","Beta(5,5)"
54,0.0012701387345648721,0.4960946707564864,"Single Beta(3,6)","Beta(5,5)"
55,0.0012310425014852163,0.4973257132579716,"Single Beta(3,6)","Beta(5,5)"
56,0.0011937247887476125,0.4985194380467192,"Single Beta(3,6)","Beta(5,5)"
57,0.001158079292889592,0.4996775173396088,"Single Beta(3,6)","Beta(5,5)"
58,0.001124007538429428,0.5008015248780382,"Single Beta(3,6)","Beta(5,5)"
59,0.0010914181959750028,0.5018929430740132,"Single Beta(3,6)","Beta(5,5)"
60,0.0010602264686588854,0.5029531695426721,"Single Beta(3,6)","Beta(5,5)"
61,0.001030353539183151,0.5039835230818552,"Single Beta(3,6)","Beta(5,5)"
62,0.0010017260707259788,0.5049852491525813,"Single Beta(3,6)","Beta(5,5)"
63,0.0009742757557938388,0.505959524908375,"Single Beta(3,6)","Beta(5,5)"
64,0.0009479389078258457,0.5069074638162009,"Single Beta(3,6)","Beta(5,5)"
65,0.00092265609098115,0.5078301199071821,"Single Beta(3,6)","Beta(5,5)"
66,0.0008983717840822346,0.5087284916912643,"Single Beta(3,6)","Beta(5,5)"
67,0.0008750340751581185,0.5096035257664224,"Single Beta(3,6)","Beta(5,5)"
68,0.0008525943834446143,0.5104561201498671,"Single Beta(3,6)","Beta(5,5)"
69,0.0008310072060547269,0.5112871273559219,"Single Beta(3,6)","Beta(5,5)"
70,0.0008102298868491526,0.5120973572427711,"Single Beta(3,6)","Beta(5,5)"
71,0.0007902224053097742,0.5128875796480808,"Single Beta(3,6)","Beta(5,5)"
72,0.0007709471834616676,0.5136585268315426,"Single Beta(3,6)","Beta(5,5)"
73,0.000752368909101262,0.5144108957406438,"Single Beta(3,6)","Beta(5,5)"
74,0.0007344543737756508,0.5151453501144194,"Single Beta(3,6)","Beta(5,5)"
75,0.0007171723241216121,0.515862522438541,"Single Beta(3,6)","Beta(5,5)"
76,0.0007004933253206002,0.5165630157638617,"Single Beta(3,6)","Beta(5,5)"
77,0.000684389635553838,0.5172474053994155,"Single Beta(3,6)","Beta(5,5)"
78,0.0006688350904558082,0.5179162404898713,"Single Beta(3,6)","Beta(5,5)"
79,0.0006538049966663808,0.5185700454865376,"Single Beta(3,6)","Beta(5,5)"
80,0.0006392760336717655,0.5192093215202094,"Single Beta(3,6)","Beta(5,5)"
81,0.0006252261632041896,0.5198345476834135,"Single Beta(3,6)","Beta(5,5)"
82,0.000611634545543338,0.5204461822289569,"Single Beta(3,6)","Beta(5,5)"
83,0.0005984814621234699,0.5210446636910804,"Single Beta(3,6)","Beta(5,5)"
84,0.0005857482439105687,0.5216304119349909,"Single Beta(3,6)","Beta(5,5)"
85,0.0005734172050615638,0.5222038291400525,"Single Beta(3,6)","Beta(5,5)"
86,0.0005614715814261383,0.5227653007214786,"Single Beta(3,6)","Beta(5,5)"
87,0.0005498954734906613,0.5233151961949694,"Single Beta(3,6)","Beta(5,5)"
88,0.0005386737934011125,0.5238538699883705,"Single Beta(3,6)","Beta(5,5)"
89,0.0005277922157357855,0.5243816622041062,"Single Beta(3,6)","Beta(5,5)"
90,0.0005172371317265014,0.5248988993358327,"Single Beta(3,6)","Beta(5,5)"
91,0.0005069956066553228,0.525405894942488,"Single Beta(3,6)","Beta(5,5)"
92,0.0004970553401779624,0.525902950282666,"Single Beta(3,6)","Beta(5,5)"
93,0.00048740462934540043,0.5263903549120114,"Single Beta(3,6)","Beta(5,5)"
94,0.00047803233411679167,0.5268683872461282,"Single Beta(3,6)","Beta(5,5)"
95,0.000468927845172919,0.5273373150913011,"Single Beta(3,6)","Beta(5,5)"
96,0.00046008105385728705,0.5277973961451584,"Single Beta(3,6)","Beta(5,5)"
97,0.00045148232408461034,0.5282488784692431,"Single Beta(3,6)","Beta(5,5)"
98,0.0004431224660719211,0.528692000935315,"Single Beta(3,6)","Beta(5,5)"
99,0.0004349927117575582,0.5291269936470725,"Single Beta(3,6)","Beta(5,5)"
100,0.0004270846917854308,0.5295540783388579,"Single Beta(3,6)","Beta(5,5)"
101,0.0004193904139420001,0.5299734687527999,"Single Beta(3,6)","Beta(5,5)"
102,0.0004119022429416006,0.5303853709957416,"Single Beta(3,6)","Beta(5,5)"
103,0.0004046128814648016,0.5307899838772063,"Single Beta(3,6)","Beta(5,5)"
104,0.00039751535236211223,0.5311874992295684,"Single Beta(3,6)","Beta(5,5)"
