n,delta_n,cumulative_gap,predictor,deployment
54,0.0017859818239225186,0.5593532531921763,"Single Beta(5,5)","Beta(3,6)"
55,0.0017339633740432662,0.5610872165662196,"Single Beta(5,5)","Beta(3,6)"
56,0.001684198330026664,0.5627714148962463,"Single Beta(5,5)","Beta(3,6)"
57,0.0016365578002579604,0.5644079726965042,"Single Beta(5,5)","Beta(3,6)"
58,0.0015909220120961997,0.5659988947086004,"Single Beta(5,5)","Beta(3,6)"
59,0.0015471795461782728,0.5675460742547787,"Single Beta(5,5)","Beta(3,6)"
60,0.0015052266448851743,0.5690513008996638,"Single Beta(5,5)","Beta(3,6)"
61,0.0014649665868537735,0.5705162674865176,"Single Beta(5,5)","Beta(3,6)"
62,0.0014263091204095805,0.5719425766069272,"Single Beta(5,5)","Beta(3,6)"
63,0.001389169949646375,0.5733317465565735,"Single Beta(5,5)","Beta(3,6)"
64,0.0013534702676238565,0.5746852168241974,"Single Beta(5,5)","Beta(3,6)"
65,0.0013191363318006883,0.5760043531559981,"Single Beta(5,5)","Beta(3,6)"
66,0.001286099077382077,0.5772904522333802,"Single Beta(5,5)","Beta(3,6)"
67,0.0012542937647530034,0.5785447459981332,"Single Beta(5,5)","Beta(3,6)"
68,0.0012236596575998938,0.5797684056557331,"Single Beta(5,5)","Beta(3,6)"
69,0.0011941397286987555,0.5809625453844318,"Single Beta(5,5)","Beta(3,6)"
70,0.0011656803906798688,0.5821282257751117,"Single Beta(5,5)","Beta(3,6)"
71,0.0011382312493706153,0.5832664570244823,"Single Beta(5,5)","Beta(3,6)"
72,0.0011117448775735444,0.5843782019020559,"Single Beta(5,5)","Beta(3,6)"
73,0.001086176607364093,0.58546437850942,"Single Beta(5,5)","Beta(3,6)"
74,0.0010614843391922246,0.5865258628486122,"Single Beta(5,5)","Beta(3,6)"
75,0.0010376283662492463,0.5875634912148614,"Single Beta(5,5)","Beta(3,6)"
